Gender,Customer,Age,Distance,Wifi,DepartureAndArrivalTimeConvenient,EaseOnlineBooking,GateLocation,FoodDrink,OnlineBoarding,SeatComfort,InflightEntertainment,OnboardService,LegRoom,BaggageHandling,Checkin,InflightService,Cleanliness,DepartureDelayMin,ArrivalDelayMin,Satisfaction
Female,Loyal Customer,14,601,5,2,2,2,5,5,5,5,1,5,1,5,3,5,0,0.0,satisfied
Male,Loyal Customer,49,849,2,3,2,1,1,2,1,1,5,5,5,4,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,1107,3,3,3,3,5,4,4,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,177,4,3,4,2,2,4,2,2,5,2,1,4,1,2,30,20.0,neutral or dissatisfied
Male,Loyal Customer,51,776,4,1,1,1,4,4,4,4,1,4,2,5,3,4,27,29.0,satisfied
Female,Loyal Customer,22,715,5,4,4,4,5,5,5,5,1,5,5,3,3,5,0,0.0,satisfied
Male,Loyal Customer,41,308,3,5,3,4,2,3,2,2,5,5,5,5,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,462,4,3,5,4,2,5,3,2,1,5,3,2,3,2,25,19.0,neutral or dissatisfied
Male,Loyal Customer,46,458,3,3,3,1,2,3,2,2,1,2,3,5,4,2,0,8.0,neutral or dissatisfied
Female,Loyal Customer,30,368,2,2,2,2,2,2,2,2,4,1,4,2,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,67,1346,1,4,4,4,1,1,1,1,2,4,4,4,4,1,11,0.0,neutral or dissatisfied
Male,Loyal Customer,48,102,4,4,4,4,4,4,4,4,3,5,1,2,2,4,0,0.0,satisfied
Male,Loyal Customer,41,651,3,1,3,4,3,3,3,3,1,5,4,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,173,3,2,3,3,4,3,4,4,4,5,4,2,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,15,399,4,4,4,4,4,4,5,4,1,4,4,5,1,4,0,0.0,satisfied
Male,Loyal Customer,68,919,4,4,4,5,2,4,2,2,5,4,3,3,2,2,26,18.0,neutral or dissatisfied
Male,Loyal Customer,61,368,5,3,1,3,5,5,5,5,2,2,2,2,3,5,13,4.0,satisfied
Male,Loyal Customer,33,612,4,5,5,5,4,4,4,4,3,2,1,1,5,4,17,0.0,satisfied
Female,disloyal Customer,20,404,2,2,2,4,3,2,3,3,4,4,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,533,1,3,3,3,1,1,1,1,3,2,4,1,3,1,20,21.0,neutral or dissatisfied
Female,disloyal Customer,8,1744,2,4,2,4,2,2,2,2,4,5,2,4,4,2,50,71.0,neutral or dissatisfied
Male,Loyal Customer,35,67,2,1,1,1,2,2,2,2,4,4,3,4,3,2,19,30.0,neutral or dissatisfied
Male,Loyal Customer,26,515,0,4,0,2,4,0,4,4,1,5,5,2,4,4,0,0.0,satisfied
Male,Loyal Customer,68,228,3,2,2,2,3,3,3,3,1,1,2,3,3,3,0,0.0,satisfied
Male,Loyal Customer,29,1167,5,3,4,3,5,5,5,5,1,3,3,3,1,5,0,0.0,satisfied
Male,Loyal Customer,52,308,2,5,2,3,3,2,3,3,4,3,1,5,2,3,58,49.0,neutral or dissatisfied
Female,Loyal Customer,64,1303,2,2,2,3,1,3,3,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,13,2422,0,2,0,3,3,0,2,3,1,2,1,1,2,3,0,0.0,satisfied
Female,Loyal Customer,12,416,1,3,1,3,1,1,1,1,2,1,2,4,2,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,748,4,4,4,4,3,1,3,4,4,4,4,5,4,5,18,7.0,satisfied
Male,Loyal Customer,63,289,3,5,3,1,2,3,2,2,4,4,5,3,4,2,40,35.0,neutral or dissatisfied
Male,Loyal Customer,62,436,2,4,2,5,5,2,5,5,3,2,5,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,1609,2,2,2,3,5,2,5,5,2,3,2,1,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,27,2349,5,4,5,3,1,5,1,1,5,2,4,4,2,1,0,0.0,satisfied
Female,Loyal Customer,67,315,1,5,5,2,3,5,4,4,4,5,4,5,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,574,4,5,4,4,4,4,4,4,3,2,5,4,5,4,70,50.0,neutral or dissatisfied
Male,Loyal Customer,19,2402,4,1,4,4,4,4,4,2,1,4,3,4,2,4,0,1.0,neutral or dissatisfied
Male,Loyal Customer,67,909,2,5,2,1,2,1,1,5,3,4,5,1,3,1,423,400.0,neutral or dissatisfied
Female,Loyal Customer,10,618,2,5,2,5,2,2,3,2,4,5,3,4,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,1303,1,4,2,2,2,3,5,4,4,2,3,4,4,3,10,0.0,neutral or dissatisfied
Male,Loyal Customer,37,199,1,5,5,5,1,1,1,1,3,5,4,1,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,861,3,5,2,4,3,2,3,3,4,4,4,5,4,3,2,11.0,neutral or dissatisfied
Female,Loyal Customer,63,147,4,1,1,1,4,4,2,4,4,4,4,1,4,4,0,0.0,satisfied
Female,Loyal Customer,40,669,3,5,3,1,4,3,4,4,4,5,5,5,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,247,2,4,4,4,2,2,2,2,1,5,3,2,3,2,2,12.0,neutral or dissatisfied
Female,Loyal Customer,56,113,2,5,2,3,2,3,1,3,3,2,3,1,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,319,2,4,2,4,4,2,4,4,2,3,4,3,3,4,7,0.0,neutral or dissatisfied
Male,Loyal Customer,39,1044,1,1,1,1,1,2,1,1,3,4,3,2,3,1,0,13.0,neutral or dissatisfied
Male,Loyal Customer,25,731,4,1,4,3,2,4,2,2,1,1,3,1,3,2,5,0.0,satisfied
Female,Loyal Customer,18,365,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,462,2,3,5,5,4,2,3,2,2,2,2,1,2,5,15,13.0,satisfied
Female,Loyal Customer,70,965,4,5,4,4,5,4,5,2,2,4,2,5,2,4,0,2.0,neutral or dissatisfied
Female,Loyal Customer,68,689,1,3,1,4,3,1,5,3,3,1,3,3,3,2,7,0.0,neutral or dissatisfied
Female,Loyal Customer,40,826,4,3,3,3,4,4,4,4,3,5,3,3,3,4,8,8.0,neutral or dissatisfied
Male,Loyal Customer,54,369,2,3,2,3,2,2,2,2,2,5,4,4,3,2,6,8.0,neutral or dissatisfied
Female,Loyal Customer,44,1990,3,2,2,2,4,3,4,3,3,3,3,4,3,4,2,10.0,neutral or dissatisfied
Female,disloyal Customer,35,1121,3,3,3,4,3,3,3,3,2,2,3,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,14,337,1,4,1,3,4,1,4,4,3,3,5,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,481,4,3,4,5,5,4,5,5,2,4,5,1,1,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,24,1448,4,5,5,5,4,4,5,4,3,2,3,1,3,4,1,0.0,satisfied
Male,Loyal Customer,47,705,2,4,2,2,2,2,5,2,5,2,4,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,204,2,5,2,2,1,2,1,1,2,3,1,1,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,47,1201,3,2,2,2,4,3,4,4,2,4,4,5,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,1107,5,5,5,5,5,5,5,5,2,3,1,2,5,5,0,0.0,satisfied
Male,Loyal Customer,52,2402,5,3,5,5,5,5,5,5,3,3,1,5,3,5,1,0.0,satisfied
Male,Loyal Customer,35,2381,3,4,3,4,1,3,1,1,3,3,3,4,5,1,5,0.0,neutral or dissatisfied
Male,Loyal Customer,37,541,1,5,5,5,1,1,1,1,2,5,3,1,4,1,11,9.0,neutral or dissatisfied
Male,Loyal Customer,57,216,2,5,5,5,2,2,2,2,1,4,4,1,4,2,1,0.0,neutral or dissatisfied
Female,Loyal Customer,53,764,4,4,4,3,2,4,5,3,3,4,3,5,3,5,11,26.0,neutral or dissatisfied
Female,Loyal Customer,39,738,4,5,4,4,5,4,5,5,4,3,4,4,5,5,0,5.0,neutral or dissatisfied
Male,Loyal Customer,39,1074,5,4,4,4,5,5,5,5,5,4,5,3,3,5,0,0.0,satisfied
Male,Loyal Customer,49,334,4,1,1,1,4,4,4,4,1,1,4,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,488,3,5,5,5,3,3,2,3,2,5,3,2,4,3,0,20.0,neutral or dissatisfied
Male,Loyal Customer,13,1294,4,2,4,2,4,4,4,4,1,2,2,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,1028,4,3,3,3,4,4,4,4,2,5,5,5,1,4,12,76.0,satisfied
Male,Loyal Customer,38,1050,3,3,4,3,3,4,3,3,1,5,1,5,5,3,0,0.0,satisfied
Male,Loyal Customer,25,1558,3,4,4,4,3,3,2,3,2,1,4,1,4,3,8,0.0,neutral or dissatisfied
Female,Loyal Customer,39,230,4,1,1,1,4,4,4,4,3,4,4,5,5,4,0,0.0,satisfied
Female,disloyal Customer,23,221,0,0,0,4,5,0,5,5,1,1,5,5,3,5,6,0.0,satisfied
Female,Loyal Customer,7,327,2,1,2,4,2,2,2,2,1,5,3,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,26,1303,3,4,3,2,2,3,2,2,4,4,3,4,4,2,30,26.0,neutral or dissatisfied
Male,Loyal Customer,39,109,4,4,4,2,4,4,4,4,4,5,4,3,4,4,0,8.0,neutral or dissatisfied
Male,Loyal Customer,44,221,4,3,3,3,4,4,4,4,4,2,3,1,5,4,15,5.0,satisfied
Female,disloyal Customer,39,354,1,1,1,4,4,1,4,4,4,5,3,1,3,4,3,16.0,neutral or dissatisfied
Female,Loyal Customer,69,584,3,5,2,4,3,5,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,183,2,4,2,3,3,2,3,3,3,2,4,4,4,3,10,9.0,neutral or dissatisfied
Male,Loyal Customer,52,209,5,5,5,5,5,5,5,5,1,1,1,2,5,5,0,2.0,satisfied
Male,Loyal Customer,51,101,2,3,0,4,3,0,3,3,4,1,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,926,1,1,1,1,1,1,1,1,3,4,4,4,4,1,57,22.0,neutral or dissatisfied
Female,Loyal Customer,31,2465,3,5,3,1,3,1,1,5,3,3,4,1,3,1,64,77.0,neutral or dissatisfied
Female,Loyal Customer,29,936,4,5,5,5,4,4,4,4,1,2,3,2,4,4,9,4.0,neutral or dissatisfied
Male,Loyal Customer,38,480,1,3,1,3,1,1,1,1,5,1,3,2,3,1,0,1.0,neutral or dissatisfied
Female,disloyal Customer,13,1609,1,0,0,3,5,0,5,5,5,4,5,1,3,5,6,0.0,neutral or dissatisfied
Male,Loyal Customer,38,937,1,2,2,2,1,1,1,1,4,2,2,2,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,429,3,1,2,4,3,2,2,3,1,3,3,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,349,1,5,5,5,2,1,2,2,2,4,3,1,4,2,3,14.0,neutral or dissatisfied
Male,Loyal Customer,27,1220,3,1,3,3,3,3,5,3,1,3,2,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,369,5,2,2,2,5,5,5,5,1,4,4,1,1,5,0,0.0,satisfied
Female,Loyal Customer,46,430,1,1,1,1,2,4,3,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,980,3,4,3,4,4,3,4,4,4,5,4,3,4,4,94,73.0,neutral or dissatisfied
Female,Loyal Customer,33,598,3,1,3,4,2,3,2,2,1,3,4,1,3,2,90,89.0,neutral or dissatisfied
Male,Loyal Customer,32,1208,5,5,5,5,5,5,5,5,3,3,2,2,2,5,29,19.0,satisfied
Male,Loyal Customer,24,187,1,5,1,3,5,1,5,5,5,1,2,1,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,642,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20.0,neutral or dissatisfied
Female,Loyal Customer,58,192,3,5,3,4,2,5,5,5,5,3,5,5,5,3,0,3.0,neutral or dissatisfied
Male,Loyal Customer,17,296,3,5,3,5,2,3,2,2,4,2,5,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,335,4,4,4,1,2,4,2,2,5,5,5,3,5,2,18,21.0,neutral or dissatisfied
Female,Loyal Customer,68,372,2,5,3,4,4,3,5,1,1,3,1,1,1,5,1,0.0,neutral or dissatisfied
Male,Loyal Customer,68,528,3,5,3,2,2,3,4,2,4,5,5,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,78,317,3,4,3,4,3,3,3,3,1,4,4,2,3,3,32,38.0,neutral or dissatisfied
Male,Loyal Customer,62,2504,3,2,3,4,2,3,2,2,3,4,3,4,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,192,5,3,3,3,5,5,5,5,2,5,2,3,4,5,4,5.0,satisfied
Male,Loyal Customer,40,301,4,5,4,4,5,4,5,5,3,2,5,4,4,5,0,0.0,satisfied
Male,Loyal Customer,44,1217,2,3,2,3,3,2,3,3,2,5,4,1,4,3,9,10.0,neutral or dissatisfied
Female,disloyal Customer,41,1605,2,2,2,3,1,2,1,1,3,5,3,3,3,1,26,18.0,neutral or dissatisfied
Male,Loyal Customer,22,1576,2,5,2,4,4,2,4,4,4,4,4,3,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,25,2486,5,3,5,2,5,4,4,5,2,3,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,50,436,4,2,3,2,4,4,4,4,1,2,3,1,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,140,2,2,2,2,2,2,2,2,2,1,3,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,1121,4,1,4,3,4,2,2,1,1,4,1,4,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,334,1,3,4,4,1,1,5,5,5,4,3,2,5,5,59,37.0,neutral or dissatisfied
Male,disloyal Customer,30,337,2,2,2,4,1,2,1,1,2,3,3,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,413,2,5,2,2,4,2,3,4,4,3,4,4,4,4,0,11.0,neutral or dissatisfied
Female,Loyal Customer,50,119,1,3,1,3,1,3,2,5,5,1,5,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,594,5,1,1,1,5,5,4,5,1,1,4,1,5,5,0,0.0,satisfied
Female,Loyal Customer,49,728,2,4,4,4,3,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,1199,2,2,2,1,5,2,5,5,2,3,1,2,1,5,83,96.0,neutral or dissatisfied
Male,Loyal Customer,41,347,4,5,3,5,4,4,4,4,3,1,3,3,2,4,0,0.0,satisfied
Male,Loyal Customer,23,383,3,5,5,5,3,3,2,3,3,4,3,1,4,3,8,1.0,neutral or dissatisfied
Male,Loyal Customer,59,122,3,5,5,5,3,3,3,3,3,5,2,1,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,32,727,4,2,2,2,4,4,4,4,4,3,4,3,1,4,4,0.0,satisfied
Male,Loyal Customer,58,383,1,1,4,3,5,4,5,5,2,4,3,2,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,489,4,3,3,3,3,2,3,4,4,4,4,1,4,4,0,0.0,satisfied
Male,Loyal Customer,45,255,1,3,1,3,5,1,2,5,2,2,4,1,3,5,0,5.0,neutral or dissatisfied
Female,Loyal Customer,28,362,3,4,2,3,5,2,5,5,5,5,5,4,4,5,14,8.0,neutral or dissatisfied
Female,Loyal Customer,23,1089,2,3,4,4,2,2,3,2,2,1,4,2,3,2,1,8.0,neutral or dissatisfied
Male,Loyal Customer,27,1597,2,2,2,2,2,2,2,2,1,1,4,1,4,2,24,28.0,neutral or dissatisfied
Female,Loyal Customer,38,188,5,2,2,2,5,5,5,5,5,4,3,2,1,5,20,17.0,satisfied
Female,Loyal Customer,42,416,2,5,5,5,3,4,4,2,2,2,2,1,2,4,87,73.0,satisfied
Female,Loyal Customer,37,337,3,2,2,2,3,4,3,3,3,2,4,2,5,3,0,10.0,satisfied
Male,disloyal Customer,10,1237,3,4,3,5,4,3,4,4,3,2,2,1,5,4,0,2.0,neutral or dissatisfied
Female,Loyal Customer,24,550,5,2,2,2,5,5,5,5,3,5,5,2,5,5,0,0.0,satisfied
Male,Loyal Customer,25,746,3,4,3,5,1,3,2,1,5,4,4,4,4,1,20,9.0,neutral or dissatisfied
Male,disloyal Customer,20,370,1,1,1,3,3,1,4,3,2,5,3,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,913,3,4,3,1,5,4,5,1,1,3,1,5,1,4,0,4.0,neutral or dissatisfied
Female,Loyal Customer,53,106,5,2,2,2,2,1,1,5,5,5,5,2,5,5,0,0.0,satisfied
Male,disloyal Customer,39,954,3,3,3,2,1,3,5,1,4,5,4,3,5,1,9,0.0,neutral or dissatisfied
Male,Loyal Customer,60,265,2,1,0,3,3,0,3,3,4,4,3,1,4,3,0,32.0,neutral or dissatisfied
Male,Loyal Customer,27,1121,2,5,2,4,3,2,3,3,3,4,4,4,4,3,5,0.0,neutral or dissatisfied
Female,Loyal Customer,58,806,3,4,3,4,5,2,4,5,5,3,5,5,5,1,76,71.0,neutral or dissatisfied
Female,Loyal Customer,35,288,3,3,4,3,3,3,3,3,1,3,4,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,946,0,2,0,2,5,2,5,5,1,1,3,3,2,5,0,0.0,satisfied
Male,Loyal Customer,33,453,5,1,5,4,1,5,1,1,2,4,4,3,4,1,0,0.0,satisfied
Female,Loyal Customer,51,508,5,5,4,1,2,5,5,5,5,4,5,3,5,3,0,0.0,satisfied
Female,Loyal Customer,49,929,3,5,5,5,1,3,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,26,1262,3,4,3,3,4,3,2,4,3,2,5,5,4,4,44,21.0,neutral or dissatisfied
Male,Loyal Customer,20,1124,1,1,4,1,1,2,2,1,3,2,4,4,4,1,6,0.0,neutral or dissatisfied
Male,Loyal Customer,36,115,4,5,5,5,4,4,4,4,1,4,3,1,1,4,0,0.0,satisfied
Male,Loyal Customer,33,458,4,5,5,5,4,4,4,4,2,1,3,4,2,4,0,0.0,satisfied
Male,Loyal Customer,44,370,4,4,3,4,4,4,4,4,5,5,4,4,2,4,15,24.0,satisfied
Female,disloyal Customer,47,403,3,3,3,5,3,3,1,3,4,2,4,5,1,3,73,63.0,neutral or dissatisfied
Male,Loyal Customer,20,135,3,1,1,1,3,4,1,3,3,3,3,1,4,3,0,8.0,neutral or dissatisfied
Male,Loyal Customer,12,692,3,3,4,3,3,3,4,3,3,2,4,2,3,3,1,3.0,neutral or dissatisfied
Female,Loyal Customer,43,195,1,2,2,2,1,4,3,1,1,1,1,2,1,2,2,0.0,neutral or dissatisfied
Female,Loyal Customer,47,1262,4,1,1,1,3,5,3,3,3,4,3,5,3,3,0,1.0,satisfied
Female,Loyal Customer,66,405,3,5,3,2,3,2,2,3,4,4,5,2,5,2,210,211.0,neutral or dissatisfied
Male,Loyal Customer,37,998,1,2,2,2,1,1,1,1,3,4,3,1,3,1,0,93.0,neutral or dissatisfied
Female,Loyal Customer,52,301,2,1,2,3,4,3,4,1,1,2,1,4,1,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,15,1838,2,5,2,3,2,2,2,2,4,4,3,5,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,61,483,4,2,2,2,4,4,4,4,3,5,1,2,2,4,0,0.0,satisfied
Female,Loyal Customer,39,261,4,1,1,1,4,4,4,4,3,1,2,5,4,4,0,0.0,satisfied
Female,Loyal Customer,8,771,2,4,3,1,4,3,4,4,4,3,4,4,4,4,23,6.0,neutral or dissatisfied
Female,Loyal Customer,32,1389,3,2,3,3,3,3,3,3,3,1,3,4,4,3,72,53.0,neutral or dissatisfied
Male,Loyal Customer,38,1024,3,2,3,2,5,3,1,5,3,2,3,1,3,5,10,14.0,neutral or dissatisfied
Female,Loyal Customer,19,383,2,2,2,2,2,2,4,2,1,1,3,4,3,2,18,41.0,neutral or dissatisfied
Female,Loyal Customer,9,920,3,5,4,3,2,4,3,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,13,101,2,5,2,3,3,2,2,3,3,4,5,3,4,3,0,1.0,neutral or dissatisfied
Female,Loyal Customer,20,1476,2,4,2,1,5,2,5,5,3,3,5,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,479,3,5,3,3,1,3,1,1,4,4,4,5,4,1,0,3.0,neutral or dissatisfied
Male,Loyal Customer,18,390,4,5,4,3,2,4,2,2,2,4,4,4,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,175,3,3,3,3,5,3,3,2,2,3,2,3,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,18,1747,2,3,2,4,1,2,1,1,3,2,3,1,3,1,28,44.0,neutral or dissatisfied
Male,Loyal Customer,15,1068,4,5,4,5,4,4,4,4,1,4,5,1,2,4,2,0.0,satisfied
Female,Loyal Customer,67,1035,2,5,2,1,4,5,4,1,1,2,1,3,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,1874,4,5,4,4,2,4,2,2,4,1,1,1,2,2,3,4.0,satisfied
Female,Loyal Customer,39,241,4,2,2,2,4,4,4,4,2,3,5,1,5,4,0,0.0,satisfied
Male,Loyal Customer,63,110,4,4,4,4,4,4,4,4,3,1,4,5,3,4,0,0.0,satisfied
Female,Loyal Customer,36,896,4,3,3,3,4,4,4,4,1,5,2,5,3,4,7,4.0,satisfied
Female,Loyal Customer,26,503,5,2,2,2,5,5,4,5,5,3,3,3,2,5,0,0.0,satisfied
Female,Loyal Customer,47,1041,3,5,3,3,5,4,4,3,3,3,3,3,3,4,0,8.0,neutral or dissatisfied
Male,Loyal Customer,20,829,0,4,0,4,3,4,3,3,4,4,5,3,5,3,26,32.0,satisfied
Male,Loyal Customer,77,413,1,4,4,4,1,1,1,1,4,1,3,1,3,1,5,3.0,neutral or dissatisfied
Male,Loyal Customer,52,427,3,5,3,4,2,3,2,2,3,5,5,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,13,257,1,1,0,3,1,0,1,1,3,2,2,3,3,1,2,1.0,neutral or dissatisfied
Female,Loyal Customer,12,260,1,3,1,3,4,1,4,4,3,1,2,1,5,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,38,488,3,4,4,4,3,4,3,3,5,5,4,5,1,3,4,10.0,satisfied
Male,Loyal Customer,42,896,2,1,1,1,2,2,2,2,4,5,1,4,2,2,7,8.0,neutral or dissatisfied
Female,Loyal Customer,45,222,2,2,2,2,3,2,2,2,2,2,2,3,2,4,28,21.0,satisfied
Female,Loyal Customer,64,872,1,2,2,3,1,4,3,5,5,2,1,4,5,2,9,0.0,neutral or dissatisfied
Female,Loyal Customer,18,200,3,5,5,5,3,3,1,3,2,4,4,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,16,1737,3,3,3,4,1,3,1,1,4,2,4,2,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,689,2,1,2,4,4,2,3,4,1,3,4,1,4,4,0,5.0,neutral or dissatisfied
Female,Loyal Customer,60,331,4,2,4,2,2,2,2,5,5,4,1,4,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,287,4,5,4,4,2,4,2,2,5,5,5,5,4,2,4,0.0,neutral or dissatisfied
Male,Loyal Customer,18,214,1,0,1,4,2,1,2,2,1,2,4,1,4,2,3,25.0,neutral or dissatisfied
Female,Loyal Customer,36,406,3,4,4,4,3,3,3,3,1,2,4,1,3,3,9,0.0,neutral or dissatisfied
Female,Loyal Customer,17,651,0,5,0,3,1,0,1,1,1,5,5,3,5,1,0,59.0,satisfied
Male,Loyal Customer,43,737,2,5,5,5,2,2,2,2,2,1,4,3,4,2,0,14.0,neutral or dissatisfied
Male,Loyal Customer,38,825,1,1,3,3,1,1,1,1,2,3,3,3,3,1,1,31.0,neutral or dissatisfied
Female,Loyal Customer,55,528,1,4,1,4,2,3,4,1,1,1,1,3,1,1,10,9.0,neutral or dissatisfied
Female,Loyal Customer,63,1846,1,5,1,5,4,4,5,2,2,1,3,5,2,4,5,0.0,neutral or dissatisfied
Female,Loyal Customer,54,397,3,4,3,2,3,5,5,2,2,3,2,4,2,3,110,116.0,neutral or dissatisfied
Female,Loyal Customer,33,200,3,2,2,2,3,3,3,3,3,2,4,4,4,3,96,78.0,neutral or dissatisfied
Male,Loyal Customer,8,1089,5,5,5,1,4,5,4,4,4,4,2,3,3,4,0,0.0,satisfied
Male,Loyal Customer,28,528,2,2,2,2,2,1,2,2,1,2,3,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,1499,3,1,1,1,3,4,3,3,1,1,1,3,5,3,1,0.0,satisfied
Female,Loyal Customer,37,834,2,3,3,3,2,2,2,2,2,3,3,2,2,2,36,19.0,neutral or dissatisfied
Male,Loyal Customer,61,581,2,3,2,4,5,2,5,5,3,3,3,1,3,5,18,13.0,neutral or dissatisfied
Male,Loyal Customer,58,1080,5,3,3,3,5,5,5,5,5,4,5,5,2,5,4,0.0,satisfied
Female,Loyal Customer,17,1073,1,4,1,1,2,1,2,2,5,5,5,3,4,2,2,0.0,neutral or dissatisfied
Female,Loyal Customer,29,725,4,2,2,2,4,4,4,4,1,2,3,2,3,4,46,71.0,neutral or dissatisfied
Male,Loyal Customer,42,752,2,1,1,1,2,2,2,2,3,4,1,4,2,2,46,47.0,neutral or dissatisfied
Female,Loyal Customer,8,986,1,4,2,4,1,2,1,1,4,4,5,4,5,1,14,3.0,neutral or dissatisfied
Male,Loyal Customer,28,1010,3,4,4,4,3,3,3,3,4,5,3,2,3,3,0,4.0,neutral or dissatisfied
Female,Loyal Customer,26,190,1,1,1,2,2,1,2,2,4,4,1,2,2,2,103,102.0,neutral or dissatisfied
Male,Loyal Customer,59,665,3,2,3,4,5,3,5,5,1,1,4,4,3,5,1,0.0,neutral or dissatisfied
Male,Loyal Customer,51,965,5,3,3,3,5,5,5,5,5,3,3,2,3,5,0,0.0,satisfied
Male,Loyal Customer,63,1035,3,1,3,4,2,3,2,2,1,4,4,1,3,2,0,65.0,neutral or dissatisfied
Female,Loyal Customer,17,2092,4,4,4,5,4,4,1,4,4,5,4,4,5,4,0,9.0,neutral or dissatisfied
Female,Loyal Customer,23,1199,5,2,5,3,5,2,5,5,2,2,4,1,4,5,0,0.0,satisfied
Male,Loyal Customer,23,563,1,3,1,3,3,1,3,3,5,5,2,3,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,399,4,5,5,5,4,4,4,4,4,3,1,5,5,4,0,0.0,satisfied
Male,Loyal Customer,21,399,4,5,4,1,1,4,1,1,4,2,5,3,4,1,0,7.0,satisfied
Female,Loyal Customer,24,1195,1,1,1,1,1,1,4,1,3,2,4,4,4,1,3,2.0,neutral or dissatisfied
Female,Loyal Customer,53,746,4,5,4,5,2,3,2,5,5,4,5,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,1023,4,2,4,4,4,3,3,2,2,4,2,3,2,1,0,0.0,satisfied
